label,text,text1
22,judge ruled health care individual mandate declared void,The judge determined that the health care individual mandate was invalid.
62,dangerous starbucks cup hold bottle wine watch,"A dangerous Starbucks cup holds a bottle, wine, and a watch."
73,mi head iran sanction nuke program technical expertise create mat,Iran's nuclear program creates technical expertise through sanctions and head mi mat.
64,biggest drop fatal crash involving red light running chandler ariz death dropped,"A fatal crash involving red light running in Chandler, Arizona saw the biggest drop in deaths."
79,start era middle east,an era begins in the middle east
58,fda approves drug treat nerve pain shingle,the fda has approved a drug to treat nerve pain associated with shingle
60,carp fishing book effective angling step step king bop carp fishing book,"A comprehensive guide to carp fishing by King Bop, featuring effective angling methods presented in a step-by-step format."
60,find better deal offshore saltwater fishing boat ebay check,Locate a more favorable offer for an offshore saltwater fishing boat by examining eBay listings.
79,factbox group challenging yemen government reuters,"A factbox group challenges the Yemen government, according to Reuters."
82,isg alert visa program gao report congress reform needed minimize risk cost immigration,The GAO report on the ISG Alert Visa Program indicates that congressional reform is necessary to minimize risks and costs related to immigration.
26,unemployment rate percent december quarter unemployment rate rose three,The unemployment rate for the December quarter increased by three.
66,al jazeera english journalist freed cairo state dep asked release egypt jan,An Al Jazeera English journalist was freed following a request from the Cairo State Dep for their release in Egypt during January.
81,iphone profit swamp competitor iphone cheap smartphone load codswallop,Iphone profit swamps competitorâ€™s iphone cheap smartphone load of codswallop
104,dangerous text drive besafe,Drive safely with dangerous text.
66,egyptian army start rounding journalist egypt jan medium journalist,"The Egyptian army began detaining journalists in Egypt during January, a medium-level journalist."
87,easy honey mustard mozzarella chicken recipe chicken recipe cooking,An easy honey mustard mozzarella chicken recipe for cooking.
99,volkswagen black beetle commercial teaser vw set air ad super bowl xlv,volkswagen black beetle commercial teaser vw air ad set during super bowl xlv
19,ny governor proposes sweeping cut funding york school medicaid program slashed srq,"The New York governor suggests a major reduction in funding for the York School Medicaid program, which was slashed SRQ."
84,sherrington player steerlers james harrison concussion seriously super bowl xlv news sportsdaydfw,"A serious concussion occurred to James Harrison, a player associated with Sherrington and Steerlers, during Super Bowl XLV, as covered by Sportsdaydfw news."
99,super bowl commercial volkswagen favored win seo,volkswagen's super bowl ad was expected to win through seo
72,prob love,Perhaps love
101,congratulation natalie portman golden globe sag black swan seriously phenomenal sagawards,congratulation natalie portman golden globe sag black swan seriously phenomenal sagawards
101,obsessed natalie portman black swan amazed beautiful dancer,Natalie Portman was obsessed with Black Swan as a beautiful dancer who amazed.
27,lighting save energy money jim dino staff writer changing lighting system cost effecti,"Lighting systems save energy and money, according to Jim Dino, a staff writer, with cost effecti."
90,book guide child therapist calling week parenting stopbullying,A book guide for child therapists includes a weekly call on parenting and stopbullying.
58,fda approves drug reduce risk preterm birth risk pregnant woman silver spring md feb,"FDA approves a drug to reduce the risk of preterm birth in pregnant women in Silver Spring, MD, in February."
88,expected king speech top oscar nomination,The king speech is anticipated to receive a top oscar nomination.
110,gbagbo camp futile cut ivory coast economy reuters ivory coast laurent gbagbo will find way,"Laurent Gbagbo's camp in Ivory Coast faced futile efforts to cut the economy, per Reuters, with Gbagbo seeking a way forward."
104,text driving drunk,Driving while texting and intoxicated
55,amazon acai berry weight loss expectation acai berry amazon named super fruit cl,Amazon's acai berry weight loss expectation refers to the acai berry as a named super fruit cl.
60,cressi spear fishing america black snorkel,cressi black snorkel for spear fishing in america
61,hu jintao meet obama china relation today time,Hu Jintao met with Obama today concerning China's relations.
20,robert paisola news taco bell take beef lawsuit public ap ap taco bell news zone,robert paisola news features taco bell beef lawsuit public ap ap taco bell news zone
71,djokovic murray australian open title ap,david djokovic and andy murray in australian open title contention ap
55,acai berry diet weight loss include increase body energy level increased immune system,"The acai berry diet is associated with weight loss, increased body energy levels, and a stronger immune system."
57,chicago lake shore drive death trap closed stranded car blizzard,"Chicago's Lake Shore Drive became a death trap during the blizzard, resulting in cars being stranded and the road closed."
99,super bowl commercial,super bowl ad
55,weight loss diet plan acai juice equal nutritional acai berry hit health,A weight loss diet plan using acai juice provides equal nutritional value compared to consuming acai berries directly for health benefits.
79,thousand yemeni demand change government thousand yemeni demand change gov hiring send cv,"A thousand Yemenis demand government change, and a thousand Yemenis demand changes in government hiring by submitting CVs."
